date,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD,ttl_sales,onpromotion_AUTOMOTIVE,onpromotion_BABY CARE,onpromotion_BEAUTY,onpromotion_BEVERAGES,onpromotion_BOOKS,onpromotion_BREAD/BAKERY,onpromotion_CELEBRATION,onpromotion_CLEANING,onpromotion_DAIRY,onpromotion_DELI,onpromotion_EGGS,onpromotion_FROZEN FOODS,onpromotion_GROCERY I,onpromotion_GROCERY II,onpromotion_HARDWARE,onpromotion_HOME AND KITCHEN I,onpromotion_HOME AND KITCHEN II,onpromotion_HOME APPLIANCES,onpromotion_HOME CARE,onpromotion_LADIESWEAR,onpromotion_LAWN AND GARDEN,onpromotion_LINGERIE,"onpromotion_LIQUOR,WINE,BEER",onpromotion_MAGAZINES,onpromotion_MEATS,onpromotion_PERSONAL CARE,onpromotion_PET SUPPLIES,onpromotion_PLAYERS AND ELECTRONICS,onpromotion_POULTRY,onpromotion_PREPARED FOODS,onpromotion_PRODUCE,onpromotion_SCHOOL AND OFFICE SUPPLIES,onpromotion_SEAFOOD,id,family,sales,onpromotion,store_city,store_state,store_type,store_cluster,locale,locale_name,description,events,IsWorkDay,events_Black_Friday,events_Cyber_Monday,events_Dia_de_la_Madre,events_Futbol,events_Terremoto_Manabi,holiday_national_binary,holiday_local_binary,holiday_regional_binary,national_independence,local_cantonizacio,local_fundacion,local_independencia,holiday_national_Batalla_de_Pichincha,holiday_national_Carnaval,holiday_national_Dia_de_Difuntos,holiday_national_Dia_de_la_Madre,holiday_national_Dia_del_Trabajo,holiday_national_Independencia_de_Cuenca,holiday_national_Independencia_de_Guayaquil,holiday_national_Navidad,holiday_national_Primer_Grito_de_Independencia,holiday_national_Primer_dia_del_ano,holiday_national_Viernes_Santo,holiday_regional_Provincializacion_Santa_Elena,holiday_regional_Provincializacion_de_Cotopaxi,holiday_regional_Provincializacion_de_Imbabura,holiday_regional_Provincializacion_de_Santo_Domingo,holiday_local_Cantonizacion_de_Cayambe,holiday_local_Cantonizacion_de_El_Carmen,holiday_local_Cantonizacion_de_Guaranda,holiday_local_Cantonizacion_de_Latacunga,holiday_local_Cantonizacion_de_Libertad,holiday_local_Cantonizacion_de_Quevedo,holiday_local_Cantonizacion_de_Riobamba,holiday_local_Cantonizacion_de_Salinas,holiday_local_Cantonizacion_del_Puyo,holiday_local_Fundacion_de_Ambato,holiday_local_Fundacion_de_Cuenca,holiday_local_Fundacion_de_Esmeraldas,holiday_local_Fundacion_de_Guayaquil,holiday_local_Fundacion_de_Ibarra,holiday_local_Fundacion_de_Loja,holiday_local_Fundacion_de_Machala,holiday_local_Fundacion_de_Manta,holiday_local_Fundacion_de_Quito,holiday_local_Fundacion_de_Riobamba,holiday_local_Fundacion_de_Santo_Domingo,holiday_local_Independencia_de_Ambato,holiday_local_Independencia_de_Guaranda,holiday_local_Independencia_de_Latacunga,dcoilwtico,year,month,week,quarter,day_of_week
2013-05-02,2,7.0,0.0,2.0,951.0,0.0,268.78,0.0,787.0,350.0,158.268,143.0,100.97,2342.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,38.0,0.0,442.988,165.0,0.0,0.0,200.55,80.089,1.0,0.0,22.497,6089.142000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215985,AUTOMOTIVE,7.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.7,2013,5,18,2,Thursday
2013-05-03,2,1.0,0.0,2.0,1223.0,0.0,295.643,0.0,818.0,477.0,208.75,169.0,115.0,2709.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,104.0,0.0,647.30597,186.0,0.0,0.0,368.03,82.79,7.0,0.0,15.563,7476.08197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217767,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.25,2013,5,18,2,Friday
2013-05-04,2,6.0,0.0,8.0,1778.0,0.0,433.106,0.0,1145.0,591.0,245.116,248.0,163.0,3987.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,184.0,0.0,615.945,283.0,0.0,0.0,382.269,147.177,9.0,0.0,24.139,10284.751999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219549,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,18,2,Saturday
2013-05-05,2,6.0,0.0,4.0,1967.0,0.0,528.861,0.0,1215.0,622.0,266.326,297.0,171.0,4373.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,15.0,0.0,0.0,523.989,279.0,0.0,0.0,428.637,175.081,8.0,0.0,29.225,10947.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221331,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,18,2,Sunday
2013-05-06,2,6.0,0.0,1.0,1145.0,0.0,354.525,0.0,1083.0,397.0,218.041,198.0,91.0,2815.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,18.0,0.0,475.129,164.0,0.0,0.0,246.105,66.951004,30.0,0.0,17.607,7364.358004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223113,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8,2013,5,19,2,Monday
2013-05-07,2,2.0,0.0,2.0,951.0,0.0,281.955,0.0,783.0,396.0,147.195,148.0,65.0,2515.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,61.0,0.0,434.678,151.0,0.0,0.0,165.709,67.221,1.0,0.0,14.224,6221.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224895,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.28,2013,5,19,2,Tuesday
2013-05-08,2,1.0,0.0,1.0,1096.0,0.0,284.747,0.0,907.0,476.0,151.762,159.0,85.849,2818.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,53.0,0.0,508.197,177.0,0.0,0.0,193.31801,77.937,4.0,0.0,14.556,7051.36601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226677,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.24,2013,5,19,2,Wednesday
2013-05-09,2,6.0,0.0,4.0,895.0,0.0,257.475,0.0,709.0,410.0,151.463,115.0,38.0,2275.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,67.0,0.0,378.283,119.0,0.0,0.0,146.802,72.911,5.0,0.0,21.262001,5715.196001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228459,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.09,2013,5,19,2,Thursday
2013-05-10,2,2.0,0.0,0.0,1076.0,0.0,276.44,0.0,718.0,465.0,180.231,145.0,144.381,2559.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,18.0,119.0,0.0,654.698,164.0,0.0,0.0,288.535,129.094,45.0,0.0,24.864,7043.2429999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230241,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.81,2013,5,19,2,Friday
2013-05-11,2,5.0,0.0,5.0,1965.0,0.0,457.012,0.0,1117.0,748.0,243.319,257.0,211.308,3955.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,175.0,0.0,607.757,211.0,0.0,0.0,374.019,124.731,28.0,0.0,23.836,10596.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232023,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,13,National,Ecuador,Dia de la Madre,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,19,2,Saturday
2013-05-12,2,2.0,0.0,3.0,1673.0,0.0,367.326,0.0,722.0,489.0,260.789,193.0,119.0,3068.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,364.983,205.0,0.0,0.0,294.731,166.024,54.0,0.0,20.202,8046.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233805,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,Local,Puyo,Cantonizacion del Puyo,Dia de la Madre,,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,19,2,Sunday
2013-05-13,2,2.0,0.0,3.0,1445.0,0.0,355.246,0.0,740.0,351.0,146.448,155.0,78.0,2486.0,25.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,43.0,0.0,486.59,155.0,0.0,0.0,202.595,72.828,1.0,0.0,16.144,6777.851000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235587,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.76,2013,5,20,2,Monday
2013-05-14,2,1.0,0.0,1.0,1143.0,0.0,327.411,0.0,1076.0,346.0,144.752,157.0,81.0,2530.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,0.0,546.79803,139.0,0.0,0.0,223.91501,65.405,32.0,0.0,22.753,6898.03404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237369,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.96,2013,5,20,2,Tuesday
2013-05-15,2,7.0,0.0,3.0,788.0,0.0,307.931,0.0,799.0,395.0,163.693,143.0,77.0,2590.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,22.0,48.0,0.0,326.224,152.0,0.0,0.0,189.216,65.57,1.0,0.0,19.94,6123.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239151,AUTOMOTIVE,7.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.95,2013,5,20,2,Wednesday
2013-05-16,2,6.0,0.0,4.0,858.0,0.0,262.74,0.0,713.0,320.0,154.689,109.0,92.0,2367.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,0.0,406.697,133.0,0.0,0.0,185.83101,67.479004,2.0,0.0,22.423,5775.859014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240933,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.85,2013,5,20,2,Thursday
2013-05-17,2,3.0,0.0,3.0,1037.0,0.0,246.421,0.0,858.0,385.0,184.139,140.0,96.0,2423.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,85.0,0.0,532.022,141.0,0.0,0.0,264.869,85.391,13.0,0.0,32.701,6552.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242715,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.72,2013,5,20,2,Friday
2013-05-18,2,1.0,0.0,4.0,1556.0,0.0,473.27,0.0,1038.0,578.0,230.22,212.0,188.0,3392.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,176.0,0.0,440.642,220.0,0.0,0.0,293.4,143.893,7.0,0.0,30.630001,9046.055000999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244497,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,20,2,Saturday
2013-05-19,2,6.0,0.0,11.0,1911.0,0.0,540.376,0.0,1256.0,644.0,263.032,296.0,154.0,4248.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,601.988,279.0,0.0,0.0,411.97998,105.246,10.0,0.0,35.325,10817.946979999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246279,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,20,2,Sunday
2013-05-20,2,1.0,0.0,4.0,1077.0,0.0,338.676,0.0,784.0,407.0,200.606,166.0,86.0,2607.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,30.0,0.0,390.494,147.0,0.0,0.0,258.107,49.011,30.0,0.0,26.864,6626.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248061,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.29,2013,5,21,2,Monday
2013-05-21,2,2.0,0.0,1.0,939.0,0.0,270.761,0.0,696.0,410.0,163.439,158.0,56.455,2343.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,21.0,36.0,0.0,474.131,151.0,0.0,0.0,180.44,98.906,0.0,0.0,16.794,6037.9259999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249843,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.55,2013,5,21,2,Tuesday
2013-05-22,2,2.0,0.0,7.0,1437.0,0.0,278.392,0.0,747.0,423.0,167.153,140.0,90.205,2346.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,17.0,39.0,0.0,444.924,138.0,0.0,0.0,222.06,98.099,1.0,0.0,14.941,6642.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251625,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.98,2013,5,21,2,Wednesday
2013-05-23,2,3.0,0.0,6.0,991.0,0.0,278.366,0.0,665.0,410.0,161.43,117.0,73.0,2091.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,80.0,0.0,282.548,130.0,0.0,0.0,174.573,82.267,8.0,0.0,21.582,5616.7660000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253407,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.12,2013,5,21,2,Thursday
2013-05-24,2,3.0,0.0,9.0,1458.0,0.0,245.889,0.0,834.0,424.0,189.805,160.0,106.885,2634.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,163.0,0.0,564.711,150.0,0.0,0.0,277.07602,102.507,21.0,0.0,18.986,7398.85902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255189,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,National,Ecuador,Batalla de Pichincha,,,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.84,2013,5,21,2,Friday
2013-05-25,2,11.0,0.0,9.0,1394.0,0.0,367.57,0.0,811.0,476.0,205.601,218.0,139.0,2976.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,163.0,0.0,472.072,179.0,0.0,0.0,291.942,143.985,23.0,0.0,13.637,7955.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256971,AUTOMOTIVE,11.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,21,2,Saturday
2013-05-26,2,5.0,0.0,10.0,1536.0,0.0,400.499,0.0,869.0,517.0,212.368,220.0,109.0,3377.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,12.0,0.0,0.0,358.565,192.0,0.0,0.0,290.851,125.645996,10.0,0.0,26.924,8298.852996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258753,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,21,2,Sunday
2013-05-27,2,2.0,0.0,1.0,929.0,0.0,347.286,0.0,698.0,384.0,152.332,160.0,105.0,2220.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0.0,532.203,116.0,0.0,0.0,236.087,86.0,8.0,0.0,25.649,6066.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260535,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,5,22,2,Monday
2013-05-28,2,0.0,0.0,1.0,799.0,0.0,343.038,0.0,743.0,359.0,135.353,133.0,50.408,2265.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,0.0,414.755,105.0,0.0,0.0,202.332,73.541,35.0,0.0,19.09,5732.517000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262317,AUTOMOTIVE,0.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.65,2013,5,22,2,Tuesday
2013-05-29,2,2.0,0.0,2.0,1057.0,0.0,302.135,0.0,720.0,465.0,162.27,173.0,65.0,2569.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,54.0,0.0,509.728,120.0,0.0,0.0,227.789,82.123,1.0,0.0,17.284,6564.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264099,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13,2013,5,22,2,Wednesday
2013-05-30,2,5.0,0.0,4.0,926.0,0.0,259.835,0.0,704.0,365.0,169.414,133.0,84.0,2328.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,54.0,0.0,416.557,156.0,0.0,0.0,196.863,58.024002,1.0,0.0,22.319,5924.012002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265881,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.57,2013,5,22,2,Thursday
2013-05-31,2,4.0,0.0,3.0,1050.0,0.0,298.222,0.0,809.0,371.0,214.586,141.0,79.439,2633.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,11.0,88.0,0.0,670.01404,148.0,0.0,0.0,295.54,95.046,6.0,0.0,26.283,6972.13004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267663,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.93,2013,5,22,2,Friday
2013-06-01,2,7.0,0.0,4.0,1858.0,0.0,418.494,0.0,1244.0,582.0,241.622,236.0,210.0,3937.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,146.0,0.0,518.448,227.0,0.0,0.0,394.728,152.202,10.0,0.0,31.055,10286.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269445,AUTOMOTIVE,7.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,6,22,2,Saturday
